Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),Shares Total,SEC Form 4
Montano Michael,Engineering Lead,2021-10-20,Sale,66.74,"4,500","300,330","569,337",Oct 25 06:43 AM
Gadde Vijaya,Chief Legal Officer,2021-10-15,Sale,63.21,"2,388","150,945","769,766",Oct 19 08:45 PM
SEGAL NED D.,Chief Financial Officer,2021-10-12,Sale,61.86,"5,000","309,300","577,269",Oct 12 07:15 PM
Personette Sarah,Customers Lead,2021-10-08,Sale,63.9,"15,485","989,485","359,379",Oct 12 07:16 PM
Montano Michael,Engineering Lead,2021-10-05,Sale,59.09,"4,500","265,905","573,837",Oct 07 06:55 PM
Montano Michael,Engineering Lead,2021-09-20,Sale,61.02,"4,500","274,590","578,337",Sep 22 07:57 PM
Gadde Vijaya,Chief Legal Officer,2021-09-15,Sale,59.86,"2,388","142,946","772,154",Sep 16 07:41 PM
SEGAL NED D.,Chief Financial Officer,2021-09-14,Sale,59.99,"5,000","299,950","582,269",Sep 16 07:41 PM
Montano Michael,Engineering Lead,2021-09-07,Sale,64.8,"4,500","291,600","582,837",Sep 09 06:40 PM
Montano Michael,Engineering Lead,2021-08-23,Sale,63.21,"4,500","284,445","587,337",Aug 25 07:13 PM
Gadde Vijaya,Chief Legal Officer,2021-08-16,Sale,64.5,"14,470","933,315","774,542",Aug 18 07:48 PM
SEGAL NED D.,Chief Financial Officer,2021-08-10,Sale,67.15,"7,000","470,050","604,513",Aug 12 07:13 PM
Kaiden Robert,Chief Accounting Officer,2021-08-05,Sale,69.04,"11,603","801,106","122,992",Aug 06 07:32 PM
Derella Matthew,Customers Lead,2021-08-04,Sale,68.59,"18,382","1,260,777","244,748",Aug 06 07:32 PM
Kaiden Robert,Chief Accounting Officer,2021-08-02,Sale,69.0,"10,446","720,768","134,595",Aug 03 07:38 PM
Gadde Vijaya,Chief Legal Officer,2021-07-15,Sale,70.13,"2,388","167,470","802,524",Jul 15 07:57 PM
SEGAL NED D.,Chief Financial Officer,2021-07-13,Sale,69.51,"7,000","486,543","622,947",Jul 15 07:58 PM
